movie_id,title,genre,release_year,rating,duration_minutes,description,inventory_count,created_at
538,Unfaithfully Yours,Comedy|Romance,1956,PG,85,Advanced zero administration budgetary management,6,07/21/2023
539,They Came Back (Les Revenants),Drama|Fantasy,1985,PG-13,126,De-engineered responsive local area network,3,01/03/2023
540,Girl Shy,Action|Comedy|Drama|Romance,2020,NC-17,80,Exclusive user-facing portal,49,05/20/2022
541,Happy New Year,Action|Comedy|Crime|Drama|Musical|Romance,1956,NC-17,163,Open-architected exuding capacity,13,10/31/2024
542,My Sweet Pepper Land,Drama,1967,G,164,Multi-tiered attitude-oriented model,33,03/11/2020
543,Santa Buddies,Adventure|Children,2006,PG-13,97,Proactive optimal ability,6,04/21/2024
544,In Two Minds,(no genres listed),2013,R,154,Organic neutral help-desk,3,12/24/2024
545,Cell Count,Horror|Sci-Fi,2012,PG,78,Configurable 4th generation analyzer,27,01/26/2022
546,"Near East, The (El Proximo Oriente)",Comedy|Drama|Romance,2025,PG-13,160,Managed clear-thinking Graphic Interface,27,08/13/2023
547,Just Imagine,Musical|Sci-Fi,1956,PG-13,148,Upgradable real-time array,46,06/21/2020
548,Highway 61,Comedy,2008,R,139,Cross-platform heuristic utilisation,41,09/08/2020
549,"Animal Kingdom, The",Drama|Romance,2012,R,150,Centralized multimedia open architecture,4,07/21/2023
550,Hardboiled Egg (Ovosodo),Comedy|Drama,1972,NC-17,168,Down-sized background analyzer,19,11/16/2021
551,"Novena, The (La neuvaine)",Drama,2017,PG,117,Persevering client-driven strategy,35,09/25/2023
552,Head-On (Gegen die Wand),Drama|Romance,1957,PG-13,71,Proactive radical throughput,47,12/05/2021
553,"Two Women (Ciociara, La)",Drama|War,2023,NC-17,163,Automated motivating alliance,38,07/17/2023
554,9 Songs,Drama|Romance,1961,PG,174,Customizable composite budgetary management,47,05/08/2023
555,Housesitter,Comedy|Romance,1962,PG-13,127,Face to face homogeneous strategy,7,06/19/2023
556,Schooled: The Price of College Sports ,Documentary,2006,PG,117,Team-oriented neutral info-mediaries,24,08/03/2020
557,Deal of the Century,Comedy,1975,G,173,Centralized eco-centric moratorium,31,12/19/2024
558,"Little Rascals, The",Children|Comedy,1985,G,111,Reactive bi-directional framework,13,01/07/2022
559,"To Do List, The",Comedy,2007,PG-13,123,Seamless modular policy,4,10/04/2022
560,"Song for Martin, A (Sång för Martin, En)",Drama,2000,G,109,Quality-focused 6th generation structure,23,02/02/2025
561,Most Wanted,Action|Thriller,2001,NC-17,91,Ameliorated maximized knowledge base,34,05/31/2024
562,"Three Musketeers, The",Action|Adventure|Comedy|Romance,1972,G,90,Customer-focused content-based strategy,24,07/09/2024
563,On the Silver Globe (Na srebrnym globie),Sci-Fi,1978,PG,125,Multi-channelled asynchronous instruction set,14,05/13/2023
564,"The Hire: Follow, The",Drama,1974,NC-17,138,Progressive uniform open architecture,45,04/11/2021
565,Man Push Cart,Drama,1963,PG,179,Managed radical instruction set,2,10/30/2021
566,Hard Core Logo,Comedy|Drama,1996,PG-13,179,Secured hybrid attitude,0,09/11/2024
567,"Hotel New Hampshire, The",Drama,1997,G,168,Organized optimizing moratorium,23,01/30/2022
568,Meet Monica Velour,Comedy|Drama|Romance,2002,G,98,Quality-focused incremental task-force,7,08/14/2023
569,"Moon-Spinners, The",Children|Mystery,1999,PG,154,Synergistic even-keeled policy,35,02/06/2020
570,Teen Wolf Too,Comedy,1975,G,133,Cross-group object-oriented projection,21,12/08/2021
571,Deadbolt,Thriller,1984,R,93,Visionary bi-directional hardware,8,06/16/2024
572,Red Flag,Comedy|Drama|Romance,1952,NC-17,122,Devolved user-facing system engine,13,11/04/2022
573,Tideland,Drama|Fantasy|Thriller,1981,NC-17,158,Profit-focused logistical help-desk,8,02/24/2023
574,Women in Trouble,Comedy,1970,R,91,Integrated coherent emulation,41,03/31/2023
575,"King's Speech, The",Drama,1966,R,111,Multi-lateral content-based time-frame,18,03/30/2023
576,Game of Death,Action,2005,G,91,Up-sized interactive process improvement,15,11/03/2020
577,Heathers,Comedy,1974,PG-13,109,Versatile bandwidth-monitored database,43,08/30/2021
578,Saints and Soldiers: The Void,Action|Drama|War,1966,PG,82,Compatible zero administration local area network,6,01/12/2024
579,Hero Wanted,Action|Crime|Drama|Thriller,1969,R,128,Open-source analyzing encoding,39,03/29/2023
580,"Tsatsiki, Morsan och Polisen",Drama,2021,PG-13,83,Multi-tiered 6th generation encoding,33,07/02/2021
581,Tell,Action|Crime|Drama,1987,NC-17,131,Synchronised fault-tolerant interface,28,02/04/2021
582,Bottle Rocket,Adventure|Comedy|Crime|Romance,1963,PG-13,121,Object-based cohesive interface,31,11/13/2023
583,"Devil Rides Out, The",Horror,2009,R,150,Optimized well-modulated secured line,29,12/11/2024
584,"Great Muppet Caper, The",Children|Comedy,1964,NC-17,151,User-friendly high-level local area network,28,07/11/2023
585,Make Like a Thief (Juokse kuin varas),Comedy|Crime|Thriller,1952,PG-13,123,Persistent asymmetric parallelism,46,05/23/2022
586,"Great Gabbo, The",Drama|Musical|Romance,2003,R,98,Configurable high-level system engine,6,08/11/2022
587,King of California,Comedy,2006,PG-13,179,Fundamental local artificial intelligence,47,01/05/2025
588,Clint Eastwood: Out of the Shadows,Documentary,1969,G,128,Function-based fault-tolerant time-frame,0,07/27/2022
589,American Strays,Action,2000,PG-13,125,Assimilated mission-critical parallelism,6,07/22/2024
590,I Wanna Hold Your Hand,Comedy,1999,NC-17,146,Profit-focused intangible core,35,08/01/2023
591,"English Surgeon, The",Documentary,1981,G,80,Vision-oriented system-worthy success,16,01/14/2022
592,"Devil Commands, The",Horror|Sci-Fi,2003,G,155,Enhanced motivating pricing structure,46,06/12/2022
593,Romance,Drama|Romance,1976,PG,75,Vision-oriented homogeneous extranet,5,03/22/2025
594,Hostel,Horror,1952,PG-13,130,Switchable intangible extranet,23,06/17/2022
595,"Discovery of Heaven, The",Drama,1995,NC-17,97,Reduced cohesive artificial intelligence,11,10/17/2022
596,Outlander,Action|Adventure|Sci-Fi,1995,R,108,Up-sized zero administration strategy,18,01/30/2024
597,Dark Island,Action|Sci-Fi|Thriller,2021,PG,164,Quality-focused asymmetric array,25,10/10/2023
598,Turn of Faith,Crime|Drama,1992,G,120,Realigned client-server utilisation,5,11/06/2023
599,Wrong Turn 5: Bloodlines,Horror|Thriller,1965,NC-17,155,Synergistic global projection,11,04/09/2021
600,Anzio,War,1960,R,161,Monitored content-based hub,17,05/23/2021
601,"Fine Pair, A (Ruba al prossimo tuo)",Adventure|Comedy|Crime|Romance,1990,PG,103,Managed static info-mediaries,31,02/25/2021
602,"Swan, The",Comedy|Drama|Romance,1968,R,139,Open-source real-time internet solution,32,03/05/2024
603,Silent Light (Stellet licht),Drama,1966,PG-13,100,Enterprise-wide directional contingency,5,04/01/2024
604,Vantage Point,Action|Drama|Thriller,1951,NC-17,108,Upgradable next generation model,0,09/04/2022
605,"Fiancee, The (Parineeta)",Drama,1953,PG,88,Face to face background product,35,01/21/2022
606,Road to Bali,Comedy|Musical,1997,G,106,Innovative empowering methodology,1,08/06/2020
607,"Burning Bed, The",Drama,1986,NC-17,133,Streamlined regional algorithm,16,06/06/2024
608,"Dancer Upstairs, The",Crime|Drama|Thriller,1976,R,126,Profit-focused zero administration frame,30,03/30/2022
609,So Undercover,Action|Comedy,1997,NC-17,179,Stand-alone cohesive frame,36,06/09/2020
610,Pulling John,Documentary,1950,G,122,Advanced real-time extranet,1,06/07/2020
611,"Hot Spot, The",Crime|Drama|Romance,1954,R,84,Integrated value-added methodology,36,12/21/2023
612,"Taste of Tea, The (Cha no aji)",Comedy|Drama,1985,G,130,Persevering tangible solution,25,11/26/2020
613,The Well-Digger's Daughter,Comedy|Drama|Romance,1958,PG-13,175,Synergistic global definition,25,05/23/2024
614,Gate of Flesh (Nikutai no mon),Drama,1961,NC-17,77,Mandatory user-facing forecast,38,01/03/2022
615,Dug's Special Mission,Animation|Children|Comedy,1973,PG,111,Streamlined executive Graphic Interface,38,05/08/2023
616,Like Crazy,Drama|Romance,2015,PG-13,161,Organic optimal archive,31,10/25/2020
617,The Snow White Murder Case,Drama|Mystery,1969,PG-13,93,Assimilated coherent analyzer,32,06/05/2023
618,"Simple Wish, A",Children|Fantasy,1987,NC-17,165,Enhanced motivating structure,33,12/04/2024
619,Homicide,Crime|Drama|Thriller,2023,G,104,Front-line content-based methodology,50,12/15/2021
620,Tribute,Comedy|Drama,1963,PG-13,123,Universal hybrid emulation,32,02/21/2025
621,Restless,Drama,1973,PG,109,Decentralized needs-based info-mediaries,24,08/22/2024
622,Mein Kampf,Comedy|Drama,2025,PG,112,Managed client-driven intranet,38,07/15/2022
623,"Burning Bed, The",Drama,2004,R,116,Adaptive explicit software,12,01/09/2022
624,Cosas que nunca te dije (Things I Never Told You),Comedy|Drama|Romance,1955,R,142,Function-based non-volatile access,14,04/19/2020
625,Li'l Quinquin,(no genres listed),1969,PG-13,88,Customizable interactive benchmark,7,10/05/2022
626,"Wings of the Dove, The",Drama|Romance,1974,NC-17,94,Organized tertiary framework,13,04/11/2024
627,Something Wild,Drama,2014,R,158,Monitored high-level support,7,11/12/2021
628,"Night Train Murders (Last Stop on the Night Train) (Ultimo treno della notte, L')",Horror|Thriller,1971,NC-17,104,Cloned scalable groupware,5,09/30/2020
629,Stolen,Action|Crime|Thriller,1952,PG,70,Public-key national focus group,33,03/23/2022
630,"Terror Beneath the Sea, The (Kaitei daisensô)",Action|Sci-Fi,1981,R,157,Sharable leading edge protocol,13,09/25/2023
631,Elvis on Tour,Documentary|Musical,1955,G,112,Profit-focused optimal initiative,16,05/19/2021
632,Poltergeist II: The Other Side,Horror|Thriller,2021,NC-17,77,Compatible hybrid capability,15,11/18/2024
633,"Desert Rats, The",Drama|War,1997,G,152,Quality-focused demand-driven definition,10,06/29/2020
634,There Was a Father (Chichi ariki),Drama,2020,PG-13,101,Vision-oriented modular framework,48,11/30/2023
635,Losing Chase,Drama,2021,PG-13,107,Seamless leading edge algorithm,43,07/24/2021
636,Human Planet,Documentary,2022,G,105,Operative tangible projection,40,01/21/2022
637,Urbania,Drama,1990,NC-17,113,Multi-layered tertiary leverage,6,08/06/2023
638,Sugar Town,Comedy,2011,NC-17,80,Inverse cohesive Graphical User Interface,34,04/15/2022
639,When the Road Bends: Tales of a Gypsy Caravan,Documentary,2006,R,147,Public-key intermediate toolset,19,10/27/2021
640,Stars in Shorts,Comedy,2012,PG,77,Object-based hybrid projection,50,07/24/2020
641,Vera Cruz,Adventure|Western,2007,R,156,Implemented leading edge capacity,7,11/12/2020
642,Wind Across the Everglades,Drama|Romance,2001,PG,118,Cross-platform human-resource middleware,4,09/22/2021
643,"When Time Ran Out... (Day the World Ended, The)",Action|Adventure,2023,G,172,Switchable object-oriented complexity,49,09/16/2024
644,Dante 01,Sci-Fi|Thriller,1993,NC-17,180,Exclusive reciprocal intranet,10,06/08/2020
645,Casanova,Action|Adventure|Comedy|Drama|Romance,1950,R,105,Total secondary circuit,13,06/10/2021
646,Leviathan,Documentary,1979,PG,179,Cross-group next generation firmware,6,04/11/2025
647,Woman in the Dunes (Suna no onna),Drama,1989,NC-17,100,Optimized directional secured line,43,01/28/2022
648,Lila & Eve,Drama|Thriller,2023,NC-17,83,Integrated 5th generation model,12,09/14/2022
649,"String, The (Le fil)",Drama,1968,PG,162,Face to face asymmetric projection,26,04/16/2024
650,Dark Night of the Scarecrow,Horror|Mystery,1956,PG-13,153,Pre-emptive systemic capability,30,05/26/2023
651,"Good Day to Die Hard, A",Action|Crime|Thriller|IMAX,2017,NC-17,131,Optimized user-facing functionalities,14,02/05/2021
652,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da),Action|Adventure|Animation,1971,PG,92,Intuitive background groupware,28,11/05/2022
653,Desert Flower,Drama,1951,NC-17,77,Compatible demand-driven database,27,06/13/2023
654,Monkey Business,Comedy|Sci-Fi,2003,PG,174,Balanced exuding website,47,06/06/2022
655,Bag of Bones,Horror,2001,PG,91,Optimized well-modulated framework,9,03/01/2024
656,"Stig-Helmer Story, The",Comedy|Drama,1990,NC-17,82,Visionary impactful hardware,0,01/25/2023
657,Fever,Drama,1966,NC-17,72,Operative executive open system,14,04/26/2024
658,Bobby Fischer Against the World,Documentary,1993,PG,179,Profound interactive open system,45,12/02/2024
659,James Gandolfini: Tribute to a Friend,Documentary,1986,PG-13,162,Down-sized contextually-based extranet,34,09/29/2023
660,Action in the North Atlantic,Action|War,1995,R,147,Adaptive content-based service-desk,48,04/20/2024
661,Grateful Dawg,Documentary,2017,PG,74,Exclusive disintermediate knowledge user,40,09/20/2022
662,Dreams on Spec,Documentary,2019,R,173,Devolved dedicated analyzer,21,11/20/2021
663,Friday the 13th,Horror,1971,G,125,Multi-layered dynamic artificial intelligence,29,04/25/2021
664,Love and Other Disasters,Comedy|Romance,2004,PG,142,Ergonomic even-keeled migration,3,12/04/2022
665,Two Night Stand,Comedy|Romance,2016,R,85,Operative didactic software,47,07/06/2024
666,Spider,Drama|Mystery,1952,PG-13,170,Customer-focused executive solution,50,02/11/2021
667,Rush: Beyond the Lighted Stage,Documentary|Musical,1953,G,158,Multi-tiered object-oriented Graphic Interface,38,04/10/2022
668,Forever,Documentary,1950,R,159,Re-contextualized zero administration array,34,01/08/2021
669,Ned Kelly,Action|Crime|Western,1982,G,103,Seamless interactive system engine,46,04/10/2023
670,"Prisoner, The (Island of Fire) (Huo shao dao)",Action|Crime|Drama,1989,PG-13,130,Exclusive encompassing emulation,44,11/17/2024
671,Bartleby,Comedy|Drama,1956,G,130,Vision-oriented grid-enabled secured line,6,11/30/2020
672,Electrick Children,Drama,1994,G,85,Right-sized uniform conglomeration,34,12/03/2020
673,Phoenix,Drama,2018,R,131,Cloned explicit forecast,30,06/13/2021
674,Questo piccolo grande amore,Comedy|Romance,2019,NC-17,166,Extended zero administration matrices,42,12/09/2022
675,Dragon Fist (Long quan),Action|Drama,2019,NC-17,134,Front-line user-facing synergy,24,04/30/2024
676,Pandorum,Horror|Sci-Fi|Thriller,1991,PG-13,159,Persistent zero administration collaboration,10,06/15/2021
677,"Magic Christmas Tree, The",Children|Comedy|Fantasy,1998,PG-13,169,Seamless heuristic open architecture,50,06/04/2021
678,Life of a King,Drama,1995,R,155,Centralized reciprocal secured line,12,11/10/2020
679,"Loves of Pharaoh, The (Das Weib des Pharao)",Drama|Romance|War,1979,NC-17,85,Ameliorated optimal software,40,03/18/2022
680,Bridegroom,Documentary,1951,R,133,Extended client-server circuit,25,03/21/2025
681,Drive Thru,Comedy|Horror,1983,PG-13,151,Innovative multimedia workforce,37,01/19/2023
682,Evil Dead II (Dead by Dawn),Action|Comedy|Fantasy|Horror,2013,G,81,Multi-channelled motivating projection,43,02/17/2021
683,Secrets of a Soul (Geheimnisse einer Seele),Drama,2015,PG-13,132,Horizontal value-added flexibility,12,01/24/2025
684,"Neon Bible, The",Drama,2000,NC-17,151,Cross-platform secondary moderator,12,03/09/2024
685,Dolls,Drama|Romance,2002,PG-13,134,Reverse-engineered needs-based algorithm,20,01/30/2022
686,The Hunting Ground,Documentary,1962,PG-13,127,Pre-emptive fresh-thinking protocol,42,04/01/2025
687,Scratch,Documentary,1982,R,127,Right-sized high-level migration,38,02/05/2022
688,Code of Silence,Action,1995,G,164,Managed analyzing knowledge user,27,02/26/2022
689,Cinematographer Style,Documentary,1966,PG-13,78,Multi-channelled 4th generation complexity,12,04/03/2025
690,"Wipers Times, The",War,2009,PG,95,Phased actuating definition,38,11/18/2021
691,Free Radicals (Böse Zellen),Drama,1984,R,115,Ameliorated encompassing Graphic Interface,47,11/17/2020
692,Bakhita,Drama,1969,NC-17,84,Reactive client-driven archive,38,10/29/2021
693,Leaving (Partir),Drama|Romance,2021,PG-13,152,Extended impactful function,44,10/04/2021
694,"Murderer Lives at Number 21, The (L'assassin habite... au 21)",Comedy|Mystery|Thriller,1997,PG,103,Ameliorated solution-oriented groupware,6,10/16/2022
695,"Tom, Tom, the Piper's Son",Drama,1983,NC-17,167,Quality-focused coherent website,14,04/15/2024
696,Maidens in Uniform (Mädchen in Uniform),Drama|Romance,1951,PG-13,166,Fully-configurable didactic challenge,9,06/24/2024
697,Hana and Alice (Hana to Arisu),Comedy|Drama,1987,PG-13,136,Organized contextually-based project,10,11/22/2024
698,Zatoichi's Revenge (Zatôichi nidan-kiri) (Zatôichi 10),Action|Drama,1988,R,171,Up-sized disintermediate success,17,06/07/2024
699,Coelacanth: The Fish That Time Forgot,Documentary,1972,R,142,Cross-platform holistic knowledge base,12,06/02/2024
700,Mein Leben - Marcel Reich-Ranicki,Drama,1977,G,178,Reduced intangible initiative,24,03/28/2021
701,Astro Boy,Action|Animation|Children|Sci-Fi,1965,R,95,Sharable 6th generation strategy,42,01/31/2023
702,"Hunt, The (Caza, La)",Drama|Thriller,2000,PG,144,Down-sized next generation paradigm,29,03/22/2020
703,Vertical Features Remake,Documentary,1969,PG-13,99,Advanced modular standardization,25,07/10/2022
704,"Inheritors, The (Siebtelbauern, Die)",Drama|Mystery,2019,R,169,Polarised systematic function,19,01/25/2022
705,Dirigible,Adventure,1952,PG,73,Front-line eco-centric methodology,26,12/23/2024
706,360,Drama,2003,PG-13,112,Down-sized optimizing structure,18,02/21/2025
707,I'll Never Forget What's'isname,Comedy|Drama,1995,PG-13,151,Secured zero tolerance software,31,03/11/2022
708,Keep Walking (Camminacammina),Drama,1969,R,161,Progressive mobile focus group,48,09/24/2020
709,Blackball,Comedy|Drama,2014,R,175,Cloned upward-trending orchestration,39,02/14/2023
710,"Honest Liar, An",Comedy|Documentary,1993,PG-13,78,Advanced web-enabled methodology,46,08/05/2022
711,Streets of Laredo,Drama|Western,1987,PG-13,81,Stand-alone value-added extranet,21,06/04/2020
712,Thrive,Documentary,1984,R,120,Multi-tiered didactic throughput,34,01/04/2020
713,"Pink Ribbons, Inc.",Documentary,2009,G,70,Inverse bifurcated leverage,44,01/16/2021
714,Everything Will Be Fine,Drama|Thriller,2001,PG,73,Operative grid-enabled archive,9,07/03/2022
715,Ten Minutes Older: The Trumpet,Drama,1963,PG-13,114,Quality-focused coherent policy,2,03/31/2020
716,Crazy Heart,Drama|Romance,2000,PG,179,Business-focused neutral collaboration,44,12/11/2020
717,One Man Band,Animation|Comedy|Musical,1990,PG-13,152,Mandatory interactive matrix,37,07/16/2022
718,"Thin Line Between Love and Hate, A",Comedy,1962,PG,129,Programmable intangible functionalities,36,09/05/2021
719,Runaway Bride,Comedy|Romance,2008,PG,161,Business-focused systematic installation,16,05/03/2022
720,"Haunted Palace, The",Horror,1991,NC-17,120,Ergonomic optimal moratorium,42,03/18/2021
721,Go Tigers!,Documentary,2001,NC-17,103,Automated motivating methodology,36,11/11/2023
722,Morocco,Drama|Romance,2005,NC-17,71,Adaptive multi-tasking projection,28,08/11/2022
723,Beck - Familjen,Crime|Mystery|Thriller,2002,NC-17,145,Upgradable user-facing attitude,1,05/11/2022
724,"Paris, I Love You (Paris, je t'aime)",Romance,1983,PG,132,Streamlined upward-trending success,16,12/09/2023
725,You Belong to Me,Comedy|Romance,2023,G,176,Expanded fresh-thinking alliance,19,09/30/2021
726,Torture Garden,Horror,1959,R,176,Upgradable human-resource internet solution,33,10/23/2021
727,"Soldier's Plaything, A",Comedy|Drama|Romance|War,1967,PG-13,116,Visionary asymmetric model,16,07/08/2020
728,"Innkeepers, The",Horror|Thriller,1964,R,139,Networked discrete policy,19,03/01/2022
729,Destiny in Space,Documentary|IMAX,1959,PG,122,Upgradable coherent hardware,28,09/13/2023
730,Long Live Death (Viva la muerte),Drama|War,1962,NC-17,77,Multi-channelled well-modulated project,50,09/08/2022
731,Embodiment of Evil (Encarnação do Demônio),Mystery,1980,PG,165,Centralized asymmetric portal,25,02/03/2021
732,Family Band: The Cowsills Story ,Documentary,1989,NC-17,166,Phased 3rd generation internet solution,14,01/06/2021
733,C'mon Man,Comedy,1996,PG-13,178,Self-enabling bifurcated workforce,6,08/22/2024
734,Ryan,Animation|Documentary|Drama|Fantasy,2006,R,164,Robust impactful budgetary management,24,01/15/2020
735,Our Children (À perdre la raison),Drama,1977,PG,166,Universal secondary support,36,07/31/2021
736,Finders Keepers,Horror|Thriller,1972,R,166,Focused multimedia challenge,44,04/29/2025
737,Spring Subway,Drama|Romance,1975,G,156,Centralized needs-based parallelism,8,09/21/2021
738,Arthur Newman,Comedy|Drama,1977,PG,137,Configurable impactful portal,10,03/05/2020
739,"Onion Field, The",Drama,1953,PG,75,Universal web-enabled array,39,09/19/2021
740,"Silver Stallion (Silver Brumpy, The)",Drama,2011,NC-17,95,Object-based upward-trending firmware,8,12/04/2021
741,Where a Good Man Goes (Joi gin a long),Action|Drama|Thriller,1985,PG-13,113,Front-line maximized strategy,50,09/04/2021
742,My Son (Mon fils à moi),Drama,2020,PG-13,138,Face to face global local area network,26,11/22/2023
743,Breathing Room,Romance,1985,NC-17,85,Programmable zero defect paradigm,49,12/02/2021
744,Broken Embraces (Los abrazos rotos),Drama|Romance|Thriller,2022,G,126,Open-architected disintermediate protocol,6,11/19/2023
745,One Hundred Mornings,Drama,1972,NC-17,156,Virtual non-volatile implementation,1,01/21/2021
746,"Lady is Willing, The",Comedy|Drama|Romance,1969,PG,164,Grass-roots dedicated data-warehouse,11,12/09/2020
747,Disaster L.A.,Action|Horror|Sci-Fi,1966,PG-13,111,Function-based global help-desk,25,02/17/2023
748,"Great Gatsby, The",Drama,2006,G,148,Centralized foreground firmware,36,05/31/2021
749,No Direction Home: Bob Dylan,Documentary,1980,G,131,Sharable incremental ability,34,02/26/2025
750,"Strange Color Of Your Body's Tears, The (L'étrange couleur des larmes de ton corps)",Mystery|Thriller,2021,PG-13,150,Vision-oriented dedicated emulation,31,02/15/2022
751,Hell's Gate 11:11,Horror|Thriller,1972,NC-17,133,Synergized coherent neural-net,21,03/09/2023
752,På sista versen,Comedy,1991,R,105,Enhanced tangible hierarchy,39,03/03/2025
753,"Deal, The",Drama,2014,G,79,Self-enabling maximized project,36,05/15/2022
754,Tycoon (Oligarkh),Crime|Drama,1985,PG-13,165,Optimized high-level help-desk,32,01/26/2025
755,"Funeral, The (Ososhiki)",Comedy,1965,NC-17,127,Integrated static function,50,11/17/2022
756,Summertime,Drama|Romance,1970,NC-17,77,Sharable maximized array,32,08/23/2021
757,John Rabe,Drama|War,1956,PG-13,73,Front-line composite help-desk,16,06/20/2023
758,Each Dawn I Die,Crime|Drama|Thriller,1952,G,157,Fully-configurable client-server attitude,11,01/02/2023
759,Little City,Comedy|Romance,1996,NC-17,114,Optional solution-oriented Graphic Interface,26,02/13/2020
760,Still Life (Sanxia haoren),Drama|Romance,1992,G,76,Re-engineered 5th generation collaboration,38,01/18/2024
761,Mad Dog and Glory,Comedy|Drama|Romance,1954,PG,96,Down-sized heuristic process improvement,22,12/04/2021
762,The Time Being,Mystery,1974,PG,84,Customizable modular extranet,2,03/08/2020
763,"Adventures of Tintin, The",Action|Animation|Mystery|IMAX,2006,PG,93,Quality-focused attitude-oriented complexity,2,06/13/2020
764,Under Siege,Action|Drama|Thriller,2019,NC-17,124,Phased client-server implementation,9,11/29/2024
765,Waterland,Drama,2015,PG-13,133,Centralized heuristic strategy,11,10/09/2022
766,Joy Division,Documentary|Musical,2015,G,132,Re-engineered uniform parallelism,27,03/06/2022
767,Pokemon: The Movie 2000,Adventure|Animation|Children|Fantasy,1995,PG,157,Customer-focused asynchronous frame,47,05/13/2023
768,Water Drops on Burning Rocks,Drama,2020,PG-13,148,Up-sized composite leverage,11,08/30/2024
769,Tattoo Nation,Documentary,1976,PG,94,Automated asynchronous instruction set,32,01/21/2021
770,"Night, The (Notte, La)",Drama,2011,R,95,Balanced hybrid contingency,29,06/06/2020
771,Jauja,Drama|Western,2019,PG-13,154,Multi-layered 6th generation workforce,12,06/04/2022
772,These Amazing Shadows,Documentary,2022,NC-17,87,Seamless coherent orchestration,11,05/01/2023
773,"Grocer's Son, The (Fils de l'épicier, Le)",Drama|Romance,2023,G,145,User-friendly 4th generation access,9,06/10/2021
774,From Justin to Kelly,Musical|Romance,1974,G,145,Total directional moderator,10,03/20/2025
775,Demonlover,Crime|Drama|Mystery|Thriller,2023,G,72,Polarised empowering orchestration,23,02/21/2024
776,Valhalla Rising,Action|Drama|War,2019,NC-17,97,Cross-platform full-range local area network,14,05/02/2023
777,Aladin,Comedy|Fantasy|Musical|Romance,1996,NC-17,100,Polarised upward-trending toolset,14,06/09/2020
778,Old Man Made in Spain (Abuelo made in Spain),Comedy,1997,PG-13,102,Polarised fresh-thinking leverage,23,09/10/2021
779,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie)",Action,1990,R,77,Synchronised national functionalities,11,12/26/2021
780,Nas: Time Is Illmatic,Documentary,2007,R,135,Profit-focused hybrid algorithm,15,04/12/2021
781,"Wild Bees, The (Divoké vcely)",Comedy|Drama,1955,R,125,Reverse-engineered foreground leverage,7,01/23/2023
782,Holy Guests (Ha-Ushpizin),Drama,1966,NC-17,177,Devolved attitude-oriented hierarchy,12,04/26/2025
783,Black or White,Drama,1960,NC-17,141,Cloned maximized utilisation,22,04/29/2024
784,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX,2017,PG-13,110,Horizontal user-facing definition,3,03/30/2021
785,Summertime,Drama|Romance,2005,PG-13,145,Robust 4th generation Graphical User Interface,0,12/18/2021
786,Tideland,Drama|Fantasy|Thriller,1960,PG-13,171,Optimized next generation projection,3,08/04/2023
787,Divine Secrets of the Ya-Ya Sisterhood,Comedy|Drama,1990,G,168,Distributed content-based matrix,19,11/24/2022
788,Hot Fuzz,Action|Comedy|Crime|Mystery,1990,NC-17,138,Compatible stable ability,11,06/22/2020
789,Venom,Horror|Thriller,2009,PG,155,Visionary well-modulated secured line,48,04/16/2024
790,Claymation Comedy of Horrors,Animation,1956,NC-17,143,Optional 5th generation pricing structure,39,03/26/2024
791,Prey for Rock & Roll,Drama|Musical,1991,R,125,Pre-emptive uniform matrices,17,09/29/2021
792,"Valachi Papers,The",Crime|Drama,1999,NC-17,172,Optimized hybrid toolset,49,05/24/2021
793,Rocky,Drama,1968,G,116,Seamless well-modulated extranet,3,03/28/2020
794,"Prodigal Son, The (Bai ga jai)",Action|Adventure|Drama,1976,R,84,Implemented background project,30,01/26/2025
795,Just Visiting,Comedy|Fantasy,1993,R,170,Proactive dedicated data-warehouse,30,11/09/2021
796,"Naked Jungle, The",Adventure|Drama,2012,NC-17,75,Programmable 24/7 knowledge base,18,03/08/2022
797,Cape Fear,Crime|Drama|Thriller,1997,PG,88,Proactive neutral benchmark,33,04/01/2025
798,American Kickboxer 2 (American Kickboxer 2: To the Death),Action,2013,PG,144,De-engineered secondary attitude,35,10/21/2023
799,Hellraiser: Hellseeker,Horror,1954,NC-17,115,Profit-focused context-sensitive firmware,0,07/12/2024
800,Dracula's Daughter,Drama|Horror,1964,R,74,Secured local success,15,02/07/2020
801,Gridlock'd,Crime,2020,PG-13,109,Diverse optimizing moratorium,22,04/27/2022
802,Afghan Star,Documentary,1954,NC-17,71,Innovative secondary software,4,01/22/2021
803,Fire in Castilla (Tactilvision from the Moor of the Fright),Documentary,1999,NC-17,132,Reverse-engineered logistical firmware,21,05/22/2021
804,"Blues Brothers, The",Action|Comedy|Musical,2016,R,95,Open-source incremental frame,15,09/04/2021
805,Halloweentown High,Adventure|Children|Comedy|Fantasy,1955,PG,152,Re-contextualized grid-enabled paradigm,36,02/23/2025
806,Bad Blood: A Cautionary Tale ,Documentary,2022,R,118,Extended incremental instruction set,25,10/30/2024
807,"Magic of Méliès, The (magie Méliès, La)",Documentary,2006,PG-13,159,Persevering zero tolerance circuit,18,03/01/2020
